date,open,high,low,close,volume,marcap
2020-02-28,2020.17,2031.01,1980.82,1987.01,671551554,1337716963290314
2020-03-02,1997.03,2017.07,1969.34,2002.51,528103441,1348109552183221
2020-03-03,2051.85,2051.85,2009.39,2014.15,615692688,1356176459905865
2020-03-04,2005.81,2063.59,2005.81,2059.33,606287025,1386938608490669
2020-03-05,2078.11,2089.08,2059.99,2085.26,675205309,1404684361584030
2020-03-06,2053.09,2062.57,2032.13,2040.22,865588195,1373917955358746
2020-03-09,1981.02,1989.5,1946.9,1954.77,666868332,1316427699384929
2020-03-10,1942.85,1968.17,1934.72,1962.93,638564334,1321480461086756
2020-03-11,1965.67,1967.7,1898.27,1908.27,679716263,1284895600563685
2020-03-12,1887.97,1897.23,1808.56,1834.33,850344629,1235351151777928
2020-03-13,1722.68,1809.31,1680.6,1771.44,1035277623,1193686836834111
2020-03-16,1805.43,1805.43,1714.38,1714.86,682003596,1155216110560059
2020-03-17,1640.84,1722.97,1637.88,1672.44,649779162,1126202983998029
2020-03-18,1686.12,1693.95,1591.12,1591.2,728007845,1071788837300586
2020-03-19,1626.09,1626.09,1439.43,1457.64,977674546,982169749104868
2020-03-20,1498.49,1566.82,1466.48,1566.15,817021497,1054892888467243
2020-03-23,1474.45,1516.75,1458.41,1482.46,647528307,998450497948322
2020-03-24,1523.69,1609.97,1508.68,1609.97,679288486,1083695461251076
2020-03-25,1668.19,1707.64,1645.28,1704.76,872808831,1147712134896263
2020-03-26,1699.11,1735.75,1679.23,1686.24,992473707,1135741554179897
2020-03-27,1756.07,1759.05,1668.21,1717.73,1077526545,1156581472275771
2020-03-30,1670.34,1729.63,1659.95,1717.12,767776797,1155630476602887
2020-03-31,1739.29,1757.81,1722.62,1754.64,1037488156,1179728722560726
2020-04-01,1737.28,1762.44,1685.37,1685.46,1243590730,1133944054487121
2020-04-02,1693.53,1726.76,1664.13,1724.86,766313445,1159987256045893
2020-04-03,1731.17,1743.91,1706.68,1725.44,1000086507,1160743273084198
2020-04-06,1745.25,1794.19,1742.67,1791.88,1219388574,1205000551883535
2020-04-07,1826.72,1838.97,1791.92,1823.6,951738564,1226518732401875
2020-04-08,1815.75,1842.16,1801.8,1807.14,907493916,1215858624385370
2020-04-09,1838.09,1839.33,1818.3,1836.21,920570686,1235327684208445
2020-04-10,1835.76,1861.1,1824.43,1860.7,992548388,1251445975432980
2020-04-13,1853.3,1853.3,1825.76,1825.76,1017751537,1228226157795454
2020-04-14,1846.41,1864.46,1837.17,1857.08,886766248,1248940314010211
2020-04-16,1839.51,1862.23,1828.13,1857.07,878338050,1248881506244681
2020-04-17,1893.31,1926.02,1893.19,1914.53,1667459582,1287911930998779
2020-04-20,1908.34,1925.25,1893.17,1898.36,1087463349,1276932686171999
2020-04-21,1886.78,1898.32,1841.66,1879.38,1174293762,1263694525894965
2020-04-22,1855.51,1897.9,1844.85,1896.15,820359973,1274786181055578
2020-04-23,1907.45,1923.53,1895.98,1914.73,683719714,1287024851033628
2020-04-24,1906.07,1908.29,1880.71,1889.01,933917234,1271159366876740
2020-04-27,1897.06,1929.82,1894.62,1922.77,735662975,1293318256998546
2020-04-28,1931.25,1941.79,1911.63,1934.09,1173476059,1300504429056374
2020-04-29,1936.89,1957.51,1934.31,1947.56,1984181619,1309179248330950
2020-05-04,1906.42,1918.66,1894.29,1895.37,1146855467,1274213042153076
2020-05-06,1919.45,1928.76,1902.55,1928.76,1082526836,1296556106111278
2020-05-07,1922.0,1938.5,1918.57,1928.61,775657990,1296095632739743
2020-05-08,1944.94,1956.89,1942.54,1945.82,784772658,1307404235915187
2020-05-11,1953.51,1960.46,1932.87,1935.4,591282994,1300769233598186
2020-05-12,1938.62,1938.62,1905.17,1922.17,799930033,1291568129833589
2020-05-13,1897.5,1940.42,1897.24,1940.42,618783618,1303464008136505
2020-05-14,1922.44,1931.43,1913.49,1924.96,760646303,1292884145462489
2020-05-15,1937.63,1938.59,1913.21,1927.28,866357217,1294619578424819
2020-05-18,1934.51,1943.07,1921.14,1937.11,761695993,1301926005473237
2020-05-19,1977.47,1983.77,1968.59,1980.61,773414630,1331835811527638
2020-05-20,1972.12,1992.2,1972.12,1989.64,699446970,1337699454438994
2020-05-21,2003.2,2004.95,1993.0,1998.31,601199346,1343561077622969
2020-05-22,2001.6,2002.65,1961.4,1970.13,847467288,1324302793166826
2020-05-25,1980.51,1994.9,1967.84,1994.6,641458990,1340826177203951
2020-05-26,2001.0,2029.89,1997.94,2029.78,1017804023,1363735033916035
2020-05-27,2027.9,2043.44,2019.82,2031.2,1178847686,1364678862910216
2020-05-28,2047.08,2054.52,2003.75,2028.54,1172134329,1363293486469432
2020-05-29,2018.37,2038.89,2006.62,2029.6,1086214531,1363450451367235
2020-06-01,2037.04,2065.38,2035.63,2065.08,997348462,1387477878880702
2020-06-02,2061.45,2089.43,2059.14,2087.19,1000332119,1402057228354535
2020-06-03,2108.55,2156.55,2107.69,2147.0,1152001392,1442871666450862
2020-06-04,2181.64,2191.0,2139.68,2151.18,1393307839,1446260119584246
2020-06-05,2151.17,2187.25,2138.18,2181.87,854591430,1466769477352700
2020-06-08,2215.6,2217.21,2174.96,2184.29,854035253,1468714983884430
2020-06-09,2206.23,2212.17,2166.01,2188.92,817085488,1472051666137017
2020-06-10,2187.91,2200.68,2178.12,2195.69,706294077,1476712867540628
2020-06-11,2184.36,2200.72,2148.51,2176.78,827381476,1464392589642064
2020-06-12,2088.24,2137.12,2084.63,2132.3,689896760,1434087757539005
2020-06-15,2114.41,2129.67,2030.82,2030.82,1072277727,1366175254025951
2020-06-16,2091.09,2138.08,2079.02,2138.05,973638914,1437701364296343
2020-06-17,2133.18,2154.37,2105.26,2141.05,927515701,1440025501583959
2020-06-18,2134.35,2145.13,2120.29,2133.48,767184256,1435518023343328
2020-06-19,2153.09,2153.57,2108.91,2141.32,1079452697,1441080602939928
2020-06-22,2126.38,2142.88,2122.1,2126.73,789371970,1430718937268391
2020-06-23,2149.13,2158.15,2110.51,2131.24,917567444,1433435233461333
2020-06-24,2145.93,2171.86,2143.91,2161.51,913896139,1453951200553877
2020-06-25,2130.45,2143.33,2112.37,2112.37,1017720601,1420866478316469
2020-06-26,2137.47,2142.04,2115.25,2134.65,761043656,1436168481341002
2020-06-29,2105.54,2120.5,2087.84,2093.48,643155859,1408463551776580
2020-06-30,2124.38,2134.38,2108.26,2108.33,708604874,1418860741475329
2020-07-01,2128.81,2133.55,2101.33,2106.7,1116220850,1417280238019280
2020-07-02,2116.72,2135.37,2113.98,2135.37,1091965156,1445664482444930
2020-07-03,2147.89,2153.54,2135.3,2152.41,770054734,1456812255014887
2020-07-06,2158.95,2191.28,2157.71,2187.93,666902024,1480948171498278
2020-07-07,2202.04,2206.79,2164.03,2164.17,847434362,1465179698333403
2020-07-08,2166.76,2173.83,2150.89,2158.88,677810176,1460994855195639
2020-07-09,2171.15,2181.48,2166.74,2167.9,619368220,1467208749209185
2020-07-10,2171.44,2171.52,2140.29,2150.25,886987422,1455781560911370
2020-07-13,2170.51,2188.8,2163.07,2186.06,650230828,1479593285922319
2020-07-14,2176.43,2183.61,2165.6,2183.61,810952190,1477856002350806
2020-07-15,2208.73,2216.97,2190.66,2201.88,830266170,1490240355001560
2020-07-16,2203.3,2207.34,2177.82,2183.76,784637064,1478307592869367
2020-07-17,2187.85,2204.2,2187.85,2201.19,569297015,1490180654286876
2020-07-20,2209.59,2209.59,2183.83,2198.2,686819331,1488358383872006
2020-07-21,2219.19,2234.86,2214.28,2228.83,918483110,1509515194204624
2020-07-22,2228.2,2238.86,2221.62,2228.66,856218145,1509717832642203
2020-07-23,2227.24,2227.24,2202.99,2216.19,934542334,1501425781726753
2020-07-24,2196.73,2219.57,2195.49,2200.44,1001024922,1490986231772619
2020-07-27,2203.48,2231.25,2203.48,2217.86,928624589,1502710705541910
2020-07-28,2238.19,2266.0,2237.21,2256.99,866725741,1530086533583406
2020-07-29,2258.35,2276.79,2252.24,2263.16,899494183,1536196696120976
2020-07-30,2275.33,2281.33,2263.81,2267.01,713039430,1539287192950517
2020-07-31,2278.53,2281.41,2248.49,2249.37,739688794,1526798727989548
2020-08-03,2251.65,2254.38,2237.04,2251.04,648462478,1528025690762966
2020-08-04,2272.33,2284.66,2269.69,2279.97,722906377,1548269501517691
2020-08-05,2289.23,2312.14,2283.95,2311.86,841298584,1569777969023678
2020-08-06,2322.64,2352.48,2322.64,2342.61,797147074,1590672220686184
2020-08-07,2349.25,2362.24,2333.62,2351.67,812594607,1598022872221562
2020-08-10,2353.92,2390.51,2349.33,2386.38,784617498,1621675150702310
2020-08-11,2396.11,2429.36,2396.11,2418.67,843437905,1643244636026510
2020-08-12,2414.78,2432.35,2393.27,2432.35,763734794,1652303924857376
2020-08-13,2455.28,2458.17,2412.49,2437.53,907218783,1656293275231288
2020-08-14,2427.85,2435.0,2383.69,2407.49,968124509,1636857790126833
2020-08-18,2405.84,2419.65,2336.78,2348.24,909750109,1596724896699329
2020-08-19,2370.87,2380.1,2353.17,2360.54,637965095,1604983684782229
2020-08-20,2339.91,2357.08,2270.85,2274.22,903743682,1546235567296680
2020-08-21,2306.16,2329.34,2280.97,2304.59,865735547,1566780398603402
2020-08-24,2309.38,2332.33,2283.48,2329.83,649276997,1583436465121661
2020-08-25,2352.15,2369.78,2340.97,2366.73,771584899,1608120252926561
2020-08-26,2367.74,2374.68,2336.98,2369.32,956477600,1610120509376745
2020-08-27,2371.95,2373.36,2344.38,2344.45,913917009,1593246017303196
2020-08-28,2362.22,2379.26,2345.28,2353.8,1297312453,1599550088938588
2020-08-31,2377.09,2381.5,2326.06,2326.17,1647817574,1581099787409825
2020-09-01,2340.19,2355.9,2331.23,2349.55,1085245170,1596297722994903
2020-09-02,2363.43,2369.57,2341.29,2364.37,1429273398,1605940739103531
2020-09-03,2383.26,2401.78,2382.23,2395.9,981546067,1627702404391316
2020-09-04,2332.68,2371.02,2332.68,2368.25,1351039363,1609097990279875
2020-09-07,2369.85,2387.49,2362.42,2384.22,1197385474,1620531147584954
2020-09-08,2402.66,2407.56,2391.43,2401.91,979357221,1633223139885418
2020-09-09,2372.53,2388.85,2369.12,2375.81,946247432,1615470588593288
2020-09-10,2404.83,2406.68,2388.56,2396.48,1064574011,1630210829012952
2020-09-11,2389.76,2397.56,2374.0,2396.69,882880372,1630532301019895
2020-09-14,2418.33,2429.07,2410.79,2427.91,963082613,1652166907017391
2020-09-15,2434.59,2444.57,2423.79,2443.58,849968969,1662644696534407
2020-09-16,2442.72,2450.53,2429.94,2435.92,772938451,1657263234612989
2020-09-17,2430.77,2437.02,2398.69,2406.17,853740333,1636916706307134
2020-09-18,2413.53,2417.81,2396.33,2412.4,756516872,1640898100271018
2020-09-21,2412.44,2427.17,2379.38,2389.39,1041993131,1625769302772281
2020-09-22,2388.14,2388.49,2323.58,2332.59,1051028207,1587733595560952
2020-09-23,2352.56,2354.46,2287.44,2333.24,735041523,1587924102514894
2020-09-24,2295.62,2309.74,2268.88,2272.7,714881419,1547321102894255
2020-09-25,2295.19,2296.36,2267.63,2278.79,697961594,1551915293505294
2020-09-28,2301.16,2314.81,2291.32,2308.08,605977250,1571128314429551
2020-09-29,2331.51,2339.83,2320.04,2327.89,646218105,1584465079441896
2020-10-05,2330.55,2364.73,2327.83,2358.0,763618171,1604627371598546
2020-10-06,2369.17,2378.28,2355.39,2365.9,861754649,1609944298087034
2020-10-07,2350.82,2387.45,2347.82,2386.94,737994343,1624292281536511
2020-10-08,2408.49,2409.01,2383.82,2391.96,961726151,1628133500468590
2020-10-12,2404.18,2409.42,2393.74,2403.73,843574320,1636302268568863
2020-10-13,2416.85,2418.89,2385.87,2403.15,724920330,1636705769564671
2020-10-14,2403.74,2405.56,2375.54,2380.48,901176740,1621936204288970
2020-10-15,2375.91,2376.73,2348.74,2361.21,1165501314,1617478082483597
2020-10-16,2363.88,2370.73,2325.03,2341.53,920205454,1604041752351323
2020-10-19,2352.92,2364.25,2344.77,2346.74,931645042,1607299315745084
2020-10-20,2333.56,2358.41,2322.06,2358.41,874293348,1616230745099862
2020-10-21,2363.03,2371.74,2356.32,2370.86,812837069,1624489276959617
2020-10-22,2355.61,2360.22,2339.73,2355.05,815612184,1614311508932465
2020-10-23,2364.84,2368.57,2344.49,2360.81,890384626,1618108162219142
2020-10-26,2366.5,2374.5,2342.58,2343.91,822267739,1607185398283116
2020-10-27,2328.66,2349.33,2321.23,2330.84,666941810,1598388909961950
2020-10-28,2324.18,2345.46,2316.47,2345.26,705770290,1607471156017429
2020-10-29,2312.34,2330.17,2299.91,2326.67,509768187,1594058108729745
2020-10-30,2319.56,2320.2,2266.93,2267.15,795585220,1553004436321479
2020-11-02,2276.61,2302.64,2267.95,2300.16,678501162,1575793149855746
2020-11-03,2315.81,2344.77,2315.3,2343.31,887445456,1605475497111717
2020-11-04,2361.32,2371.14,2339.95,2357.32,986786300,1614836760091792
2020-11-05,2373.41,2413.79,2370.85,2413.79,702037484,1653392888446002
2020-11-06,2421.79,2431.11,2404.97,2416.5,825568502,1655495906955745
2020-11-09,2438.63,2459.15,2434.52,2447.2,1354862753,1676944568916187
2020-11-10,2453.95,2457.94,2435.59,2452.83,1464168039,1681030953363295
2020-11-11,2459.5,2488.04,2459.5,2485.87,1272038626,1703946066895422
2020-11-12,2482.68,2488.79,2467.04,2475.62,1278691998,1698329618456244
2020-11-13,2470.12,2495.77,2460.96,2493.87,1072383498,1710439788437341
2020-11-16,2507.46,2546.37,2507.46,2543.03,1239135119,1744282188041007
2020-11-17,2544.12,2556.09,2533.34,2539.15,1267494728,1742186196159940
2020-11-18,2548.85,2553.95,2536.78,2545.64,923504383,1746416815167178
2020-11-19,2536.89,2548.95,2529.53,2547.42,976483462,1747598155153766
2020-11-20,2544.06,2558.21,2539.79,2553.5,1129500879,1752065079766571
2020-11-23,2560.04,2605.58,2553.7,2602.59,1649443107,1786992047787319
2020-11-24,2616.28,2628.52,2605.03,2617.76,1364506405,1797825354983515
2020-11-25,2637.34,2642.26,2583.41,2601.54,1410104868,1786075295495671
2020-11-26,2605.73,2625.97,2592.43,2625.91,1387435238,1803103424613782
2020-11-27,2624.8,2635.0,2618.47,2633.45,1196041606,1808171429285453
2020-11-30,2648.05,2648.66,2591.34,2591.34,1311831336,1779635399547144
2020-12-01,2613.42,2638.87,2611.67,2634.25,1151129297,1809494578238153
2020-12-02,2645.88,2677.26,2644.53,2675.9,1076203655,1838364843453852
2020-12-03,2686.38,2696.22,2672.85,2696.22,817065939,1852628727864506
2020-12-04,2705.34,2742.77,2705.34,2731.45,1778896587,1877444703497805
2020-12-07,2738.11,2754.01,2711.42,2745.44,1499265153,1888221381669925
2020-12-08,2745.13,2747.45,2700.92,2700.93,1415239942,1857599327331940
2020-12-09,2703.3,2755.47,2703.3,2755.47,1252304581,1894556865472972
2020-12-10,2750.34,2765.46,2718.7,2746.46,1227651010,1889374447167521
2020-12-11,2754.16,2781.04,2754.16,2770.06,1215239032,1906299604955606
2020-12-14,2769.43,2782.79,2755.29,2762.2,1113630947,1901627365336434
2020-12-15,2763.65,2769.37,2735.08,2756.82,1093522786,1897677116864841
2020-12-16,2763.64,2781.08,2761.5,2771.79,1166637812,1907811219051220
2020-12-17,2769.89,2772.71,2742.25,2770.43,1015484002,1906419279762760
2020-12-18,2770.95,2782.15,2762.8,2772.18,1059143711,1907350242179315
2020-12-21,2771.98,2780.24,2747.09,2778.65,1139513643,1911737300659013
2020-12-22,2772.03,2774.22,2733.64,2733.68,1260761729,1881809988083713
2020-12-23,2737.74,2769.08,2716.28,2759.82,1121346859,1901461519264269
2020-12-24,2762.6,2812.16,2762.6,2806.86,1030890446,1936826862099535
2020-12-28,2820.95,2834.59,2799.56,2808.6,1006249698,1938374378317299
2020-12-29,2810.55,2823.44,2792.06,2820.51,1046839004,1944111085790440
2020-12-30,2820.36,2878.21,2809.35,2873.47,1074033495,1980543161609061
2021-01-04,2874.5,2946.54,2869.11,2944.45,1026510465,2028846031822322
2021-01-05,2943.67,2990.57,2921.84,2990.57,1519911750,2059743507955076
2021-01-06,2993.34,3027.16,2961.37,2968.21,1793418534,2044102754101965
2021-01-07,2980.75,3055.28,2980.75,3031.68,1524654500,2086578562420457
2021-01-08,3040.11,3161.11,3040.11,3152.18,1297903388,2170537648432200
2021-01-11,3161.9,3266.23,3096.19,3148.45,1712525848,2171629411681152
2021-01-12,3145.87,3154.79,3047.56,3125.95,1390617827,2155702540092842
2021-01-13,3128.26,3164.37,3109.63,3148.29,1578042145,2169378970346017
2021-01-14,3148.65,3159.03,3128.72,3149.93,1233182934,2170678334111478
2021-01-15,3153.84,3189.9,3085.9,3085.9,1331079325,2127886649457744
2021-01-18,3079.9,3079.9,3003.89,3013.93,1472048573,2077227073333738
2021-01-19,3013.05,3107.0,3011.32,3092.66,1353312434,2131564250218193
2021-01-20,3115.04,3145.01,3077.15,3114.55,1192695289,2146526770490918
2021-01-21,3123.27,3163.21,3123.27,3160.84,1360065480,2179020942615826
2021-01-22,3163.83,3185.26,3140.6,3140.63,1111222984,2165993242815529
2021-01-25,3144.01,3212.22,3142.8,3208.99,1093652714,2212081518869122
2021-01-26,3203.96,3209.18,3132.67,3140.31,873023735,2165657736775637
2021-01-27,3143.46,3182.53,3118.89,3122.56,924582382,2152860459848356
2021-01-28,3114.98,3114.98,3046.64,3069.05,1310454719,2115667110355292
2021-01-29,3078.73,3100.22,2962.7,2976.21,995071252,2051302353271175
2021-02-01,2976.81,3056.87,2947.24,3056.53,969262037,2104888954816738
2021-02-02,3065.56,3138.95,3065.56,3096.81,887313600,2134009403459454
2021-02-03,3108.42,3142.26,3091.85,3129.68,901788773,2158359679083774
2021-02-04,3135.02,3135.02,3068.46,3087.55,1460945710,2130412928710911
2021-02-05,3098.49,3124.62,3081.78,3120.63,1193486714,2154425469151225
2021-02-08,3113.63,3128.54,3085.59,3091.24,1277207106,2132984548746042
2021-02-09,3102.25,3129.66,3084.67,3084.67,2145388417,2129174907762155
2021-02-10,3088.13,3111.88,3064.25,3100.58,2152916523,2140181514038553
2021-02-15,3108.7,3156.56,3108.7,3147.0,1604653438,2172563782469365
2021-02-16,3151.85,3180.94,3145.84,3163.25,1944395602,2184114152468825
2021-02-17,3162.95,3162.95,3115.48,3133.73,1784126573,2162973198427129
2021-02-18,3131.74,3140.4,3086.66,3086.66,1860566763,2130240935938041
2021-02-19,3089.96,3109.67,3040.28,3107.62,3455504510,2145756604250517
2021-02-22,3114.03,3142.48,3079.16,3079.75,1831955903,2126152211329052
2021-02-23,3069.26,3094.29,3035.46,3070.09,2357758937,2118916098492828
2021-02-24,3070.58,3092.05,2993.46,2994.98,1560930531,2067821071640025
2021-02-25,3026.47,3099.8,3026.47,3099.69,1280086204,2139066412507337
2021-02-26,3089.49,3089.49,2988.28,3012.95,1361310125,2079822287070835
2021-03-02,3021.68,3096.5,3020.74,3043.87,1749871004,2100892199621893
2021-03-03,3041.2,3083.04,3029.37,3082.99,2236687870,2127504522315287
2021-03-04,3076.88,3076.88,3022.54,3043.49,1278951816,2100388462377853
2021-03-05,3036.16,3036.98,2982.45,3026.26,1187225784,2089548989257272
2021-03-08,3031.99,3055.65,2992.64,2996.11,1928301671,2069285179140615
2021-03-09,2989.96,3000.49,2929.36,2976.12,1534217947,2056078962922379
2021-03-10,2980.76,3013.95,2951.53,2958.12,905646664,2043540145851599
2021-03-11,2964.3,3028.37,2964.3,3013.7,1349204346,2081131559971260
2021-03-12,3030.73,3061.43,3030.73,3054.39,1669085134,2108739011909017
2021-03-15,3057.06,3065.17,3036.14,3045.71,1161784415,2103490189792941
2021-03-16,3049.23,3071.54,3049.23,3067.17,1123921806,2118221347601128
2021-03-17,3067.76,3069.57,3027.2,3047.5,814990951,2104611972192955
2021-03-18,3054.93,3090.19,3054.93,3066.01,1232596191,2131746121858928
2021-03-19,3063.01,3063.01,3022.49,3039.53,1068468282,2113198643275980
2021-03-22,3040.01,3048.11,3019.6,3035.46,915739433,2111019308765515
2021-03-23,3038.25,3058.79,3003.05,3004.74,1331209584,2090378385217372
2021-03-24,2996.32,3006.54,2971.04,2996.35,978431301,2088782704503124
2021-03-25,2995.67,3024.63,2987.83,3008.33,940353597,2097224018661288
2021-03-26,3012.79,3041.86,3012.79,3041.01,1036383014,2119963830368040
2021-03-29,3047.71,3054.21,3025.39,3036.04,1288846446,2116791654414625
2021-03-30,3038.44,3074.57,3038.44,3070.0,1023074579,2139668811269600
2021-03-31,3073.39,3093.89,3061.4,3061.42,1146989209,2133373184071420
2021-04-01,3073.77,3090.88,3069.68,3087.4,922680368,2151569268949113
2021-04-02,3104.72,3121.58,3101.6,3112.8,792704597,2169819699262115
2021-04-05,3121.23,3127.2,3101.86,3120.83,1084791620,2175988044851232
2021-04-06,3123.8,3139.29,3110.19,3127.08,1279017405,2180839058094977
2021-04-07,3129.07,3146.19,3125.33,3137.41,1984773884,2187857005749113
2021-04-08,3137.25,3145.81,3122.09,3143.26,1357293283,2190897559366098
2021-04-09,3146.51,3156.04,3125.24,3131.88,1823162245,2183407707650182
2021-04-12,3134.88,3147.27,3127.91,3135.59,1048782935,2186336551999583
2021-04-13,3138.21,3173.26,3136.99,3169.08,1741348018,2209344454288867
2021-04-14,3169.95,3188.32,3162.12,3182.38,1776265333,2219837253267234
2021-04-15,3180.73,3204.48,3178.99,3194.33,1312991973,2227893248796766
2021-04-16,3194.08,3206.76,3185.67,3198.62,985278196,2230863450838991
2021-04-19,3201.11,3214.45,3193.4,3198.84,1060619231,2231246757792884
2021-04-20,3198.31,3220.82,3195.96,3220.7,1296160097,2246496867121595
2021-04-21,3214.24,3214.24,3165.49,3171.66,1767090522,2212715485501855
2021-04-22,3174.52,3196.97,3174.52,3177.52,1752691683,2217699634428376
2021-04-23,3173.47,3188.7,3146.54,3186.1,2253793002,2223584747475283
2021-04-26,3191.34,3217.53,3191.34,3217.53,1298330413,2244296747569999
2021-04-27,3218.3,3223.05,3203.25,3215.42,1534230437,2242791905590759
2021-04-28,3217.21,3219.69,3176.55,3181.47,1412620981,2219525997361583
2021-04-29,3184.75,3200.41,3161.06,3174.07,1222430217,2214470771412017
2021-04-30,3176.43,3179.43,3143.38,3147.86,1359455178,2196644814285860
2021-05-03,3149.05,3174.26,3120.7,3127.2,1041199113,2183279571124176
2021-05-04,3131.39,3147.38,3109.78,3147.37,1283829879,2197169421502548
2021-05-06,3147.72,3178.74,3133.64,3178.74,1239403331,2218596988562242
2021-05-07,3179.63,3205.11,3179.63,3197.2,989680146,2231754453117400
2021-05-10,3201.46,3255.9,3201.46,3249.3,1011267140,2267392610116002
2021-05-11,3239.92,3239.92,3192.25,3209.43,1096717744,2250813285698177
2021-05-12,3209.36,3212.83,3138.04,3161.66,1424059107,2217704460453976
2021-05-13,3146.97,3161.93,3103.88,3122.11,1095948091,2187284901026347
2021-05-14,3131.35,3162.31,3131.35,3153.32,836404050,2209898269932238
2021-05-17,3163.21,3173.01,3121.32,3134.52,771305645,2197146070810277
2021-05-18,3135.38,3176.4,3135.38,3173.05,786143415,2223050433761389
2021-05-20,3174.53,3174.53,3140.48,3162.28,774252245,2215262488943068
2021-05-21,3171.91,3198.01,3149.46,3156.42,797262205,2211878673922714
2021-05-24,3155.91,3163.27,3137.81,3144.3,587968268,2203296528265226
2021-05-25,3152.93,3173.1,3148.3,3171.32,612976970,2222161157628694
2021-05-26,3171.91,3183.97,3160.3,3168.43,1269999045,2220195701874650
2021-05-27,3170.84,3173.86,3142.37,3165.51,1082006090,2213264037358093
2021-05-28,3172.09,3198.66,3171.85,3188.73,966367978,2229262136164057
2021-05-31,3192.06,3204.29,3179.87,3203.92,1123524809,2240204442357739
2021-06-01,3207.12,3233.17,3199.18,3221.87,1472570767,2252414411981180
2021-06-02,3224.4,3241.07,3216.1,3224.23,1495671343,2253801396792756
2021-06-03,3224.96,3258.5,3224.96,3247.43,1584799068,2271047146370102
2021-06-04,3246.17,3246.19,3218.67,3240.08,1392319539,2266301575442776
2021-06-07,3244.59,3264.41,3233.4,3252.12,1733348139,2274803755886820
2021-06-08,3251.83,3264.67,3242.56,3247.83,1951319356,2271737873708297
2021-06-09,3245.08,3246.49,3216.18,3216.18,1964923269,2250239307892509
